id,source_label,floor_number,mid,text,original_pic,disable_reply,user_location,follow_count,followers_count,created_at,created_at_ts
2138021,抑郁症超话,0,4.789E+15,抑郁症: 你们所在城市的风土人情怎么样，考虑换个城市再待几年，消费低气候适宜有人情味的 ,,0,,82,95,Fri Jul 08 16:58:36 +0800 2022,1657270716
2138022,抑郁症超话,0,4.789E+15,抑郁症:  今天和男朋友在一起半年了，很开心~每日分享一件开心的事情！大家都很耀眼哦~都被需要着~昨天收到了一位小姐姐的私信，她很温柔，她跟我说我帮助到了她！这让我很开心啊！我安慰了小姐姐，小姐姐也给我带来了快乐~ ,,0,,190,4,Fri Jul 08 16:57:22 +0800 2022,1657270642
2138023,抑郁症超话,0,4.789E+15,抑郁症: 抑郁症我感觉我好作啊，我没有妈妈爸爸也不要我了我怕我姥姥也不要我了 ,,0,,127,17,Fri Jul 08 16:53:53 +0800 2022,1657270433
2138024,抑郁症超话,0,4.789E+15,抑郁症:  我妈不让我复学了?? ,,0,,54,14,Fri Jul 08 16:50:39 +0800 2022,1657270239
2138025,抑郁症超话,0,4.789E+15,抑郁症:  好讨厌吃药长胖想穿的衣服 喜欢的衣服都穿不了关键一直运动还瘦不下来好崩溃 ,,0,,23,87,Fri Jul 08 16:47:38 +0800 2022,1657270058
2138026,抑郁症超话,0,4.789E+15,抑郁症: 刚进公司就屡屡尴尬，填志愿纠结症最后一个交，填表看错了地方导致表面不干净，领导谈话时恰巧快递来电话，还一直打个不停。。。   这是要怎样嘛，我知道我这种畜生不配，阴沟里的永远是阴沟里的。也许对其他人来说这些事都是小事，觉得没什么大不了，但我就是不断在想，不断恐慌，心里 ...全文,,0,,12,7,Fri Jul 08 16:46:35 +0800 2022,1657269995
2138027,抑郁症超话,0,4.789E+15,抑郁症: 有没有交交朋友的，每天聊聊天，分享日常，分享自己的喜怒哀乐。 ,,0,,124,12,Fri Jul 08 16:45:21 +0800 2022,1657269921
2138028,抑郁症超话,0,4.789E+15,抑郁症: 刚刚刷到一篇关于猥琐堂哥的投稿。。勾起了类似的不好的回忆。。呵呵。。恶心。。 ,,0,,225,36,Fri Jul 08 16:37:55 +0800 2022,1657269475
2138029,抑郁症超话,0,4.789E+15,抑郁症: 人心也好还是伸手不见五指的黑暗能有多可怕 都见识过也就不稀奇了 做个清醒者冷眼旁观这些也挺有意思的 ,,0,,1001,130,Fri Jul 08 16:35:15 +0800 2022,1657269315
2138030,抑郁症超话,0,4.789E+15,抑郁症: 或许吧 ,https://wx3.sinaimg.cn/large/007mLJLNgy1h3zlsvvqlfj30k018g3zn.jpg,0,,59,13,Fri Jul 08 16:35:03 +0800 2022,1657269303
2138031,抑郁症超话,0,4.789E+15,抑郁症:  感觉我越来越傻了，雪糕拿出来我忘了吃，包装又是纸的化了糊的到处都是 ,,0,,42,12,Fri Jul 08 16:31:20 +0800 2022,1657269080
2138032,抑郁症超话,0,4.789E+15,抑郁症: 为什么都会有这样的情绪呢，想不通，突然很压抑，很想哭，觉得都活的好辛苦，却还在挣扎。 ,,0,,117,121,Fri Jul 08 16:30:23 +0800 2022,1657269023
2138033,抑郁症超话,0,4.789E+15,抑郁症: 今天吃了西瓜，打扫了房间，没有幻听没有犯病。普普通通的一天我却幸福的快掉眼泪了 ,https://wx2.sinaimg.cn/large/006XGmP2ly1h3zlnzjlxhj30u0140wlj.jpg,0,,29,1,Fri Jul 08 16:30:10 +0800 2022,1657269010
2138034,抑郁症超话,0,4.789E+15,抑郁症: 迷茫，焦虑，每天都控制不住的后悔，为什么又一次花钱，没听建议，自己还没有主见 ,,0,,448,86,Fri Jul 08 16:28:35 +0800 2022,1657268915
2138035,双相情感障碍超话,0,4.78901E+15,双相情感障碍: 装修 每天都装修 赶紧去s吧 烦死了 ,,0,,690,543,Fri Jul 08 17:22:47 +0800 2022,1657272167
2138036,双相情感障碍超话,0,4.78901E+15,双相情感障碍:  想问问大家有去过精神科的急诊吗 到底什么情况可以去急诊最近真的很难受 动不动就想s 一直在哭 但不想添麻烦所以一直不敢在崩溃的时候打精神急救电话（这边没法自己去急诊）总感觉自己还能再扛一扛 但真的太难受了 也不想去了急诊被医生觉得我没什么大事 完全是小题大做 就很丢 ...全文,,0,,876,301,Fri Jul 08 17:14:48 +0800 2022,1657271688
2138037,焦虑症超话,0,4.78902E+15,焦虑症: 真的太敏感了身体 太注意自己的身体了 到什么程度呢 就是比如坐在车上 有发动机的抖动突然不抖了还会吓到 或者是坐车到一个有乌云的地方突然变暗了 我也会害怕 就很怕是自己眼睛变暗了 就是各种很无语正常人不会有感觉事情都会被放大 以前姨妈来之前 就是会有些不舒服但也不会在意 突然 ...全文,,0,,649,70,Fri Jul 08 17:53:40 +0800 2022,1657274020
2138038,焦虑症超话,0,4.78902E+15,焦虑症: 每天都生气，每天都被气死了，怎么办啊 ,,0,,30,1,Fri Jul 08 17:48:21 +0800 2022,1657273701
2138039,抑郁症超话,0,4.78902E+15,能不能有哪一天不难过呢 ,,0,,30,2,Fri Jul 08 17:50:33 +0800 2022,1657273833
2138040,抑郁症超话,0,4.78902E+15,抑郁症: 有人想聊聊吗？可以分享一下今天发生的事 ,,0,,42,17,Fri Jul 08 17:48:14 +0800 2022,1657273694
2138041,抑郁症超话,0,4.78901E+15,抑郁症: 想辍学 ,,0,,39,27,Fri Jul 08 17:46:51 +0800 2022,1657273611
2138042,抑郁症超话,0,4.78901E+15,抑郁症: 大家看过被讨厌的勇气吗？可以看一下，或许会对自己有所启发 ,,0,,42,17,Fri Jul 08 17:46:17 +0800 2022,1657273577
2138043,抑郁症超话,0,4.78901E+15,抑郁症:  打那么多巴掌再给糖的家庭生活我是一天也过不下去了 ,,0,,457,55,Fri Jul 08 17:44:34 +0800 2022,1657273474
2138044,抑郁症超话,0,4.78901E+15,抑郁症: 吃药可以打HPV吗 ,,0,,207,117,Fri Jul 08 17:41:10 +0800 2022,1657273270
2138045,抑郁症超话,0,4.78901E+15,抑郁症: 十四岁，是一个抑郁症患者。因为没法去学校，父母叫我去打工赚钱，别的不说，我现在这个精神状况，你叫我出去杀人吗？ ,,0,,49,2,Fri Jul 08 17:41:05 +0800 2022,1657273265
2138046,抑郁症超话,0,4.78901E+15,抑郁症:  想知道大家都去医院看病了么？我不敢去，我好害怕医院害怕吃药。没事的时候觉得自己好像又可以这么过着，难受的时候也是真的很难受。这几天情绪有点失控，撑一撑又好像可以撑过?ィ芫澜嵋灰ヒ皆骸?,,0,,294,14,Fri Jul 08 17:36:27 +0800 2022,1657272987
2138047,抑郁症超话,0,4.78901E+15,抑郁症: 就是说，不想抚养，不能抚养的人可以选择不生，你是生我下来干什么呢？只会让我读书，不读书就不是我的父母。。。作为一个唯物主义者我知道：死很简单，活着难。就把我当成猫狗来养，甚至有些人养猫狗都比你养的人好。你在我情绪高的时候叫我做事我义不容辞，你在我情绪低落的时候叫我 ...全文,,0,,49,2,Fri Jul 08 17:33:40 +0800 2022,1657272820
2138048,抑郁症超话,0,4.78901E+15,抑郁症: 干药了，早上两颗疏肝解郁胶囊没拍照。还是老版奋乃静可爱，黄黄的。 ,https://wx1.sinaimg.cn/large/008soDSely1h3znfs5eavj32402tc1kx.jpg,0,,140,70,Fri Jul 08 17:31:57 +0800 2022,1657272717
2138049,抑郁症超话,0,4.78901E+15,抑郁症: 二十四式太极拳第三、四式:白鹤亮翅，搂膝拗步。比昨天感觉好多了，果然是万事开头难，迈出第一步，就有了希望。 ,https://wx2.sinaimg.cn/large/006GZAyAly1h3znfj22cjj31ta17i10e.jpg,0,,50,48,Fri Jul 08 17:31:16 +0800 2022,1657272676
2138050,抑郁症超话,0,4.78901E+15,家庭完全不可能是我的避风港是我的受伤之地 ,,0,,64,4,Fri Jul 08 17:29:36 +0800 2022,1657272576
2138051,抑郁症超话,0,4.789E+15,抑郁症:  你们多大了，我先说吧我今年30 ,,0,,320,359,Fri Jul 08 16:27:46 +0800 2022,1657268866
2138052,抑郁症超话,0,4.78899E+15,抑郁症: 你们能接受你们的药是口服液或者冲剂吗。苦死了  不想喝 ,,0,,68,410,Fri Jul 08 16:26:38 +0800 2022,1657268798
2138053,抑郁症超话,0,4.78899E+15,抑郁症: 《关于我两天炫完一盒云烟这件事》 ,https://wx3.sinaimg.cn/large/0087D98zly1h3zlfobh9dj30u01hc7jk.jpg,0,,24,16,Fri Jul 08 16:22:03 +0800 2022,1657268523
2138054,抑郁症超话,0,4.78899E+15,抑郁症:  一天八颗药了。 ,,0,,32,2,Fri Jul 08 16:20:21 +0800 2022,1657268421
2138055,抑郁症超话,0,4.78899E+15,抑郁症: 考虑是不是该逐渐减少和亲戚的见面和接触，不然哪一天走了还会给父母添麻烦整天被问 ,,0,,28,19,Fri Jul 08 16:19:40 +0800 2022,1657268380
2138056,抑郁症超话,0,4.78899E+15,抑郁症:  有吃这个的吗 副作用大吗 有啥副作用 ,https://wx4.sinaimg.cn/large/008qYWF0ly1h3zl9ltddej30ct0dcaat.jpg,0,,11,52,Fri Jul 08 16:16:41 +0800 2022,1657268201
2138057,抑郁症超话,0,4.78899E+15,抑郁症: 去医院当志愿者的时候，有个妈妈带着她的女儿来取号然后那个女儿就问我:“抽血是打手臂还是手背啊”我正想回答的时候，就听到她妈妈很看不起地说:“你问她做什么，她肯定什么都不知道”是真的委屈，我也只是个比你女儿大不了多少的女孩子，你的一句话有时候真的会让人难过好 ...全文,,0,,80,1257,Fri Jul 08 16:16:41 +0800 2022,1657268201
2138058,抑郁症超话,0,4.78899E+15,抑郁症: 好嘛，我妈缠着我给她买音响了，跳广场舞呢，啥家庭啊唉，我都开始害怕了买来肯定不分白天黑夜的开，我爸睡觉她开，让关小点声还要说我们小气，好无奈，各位友友有啥音响推荐吗 ,,0,,308,16,Fri Jul 08 16:16:08 +0800 2022,1657268168
2138059,抑郁症超话,0,4.78899E+15,抑郁症: 抑郁症分手快乐。 ,,0,,209,90,Fri Jul 08 16:11:45 +0800 2022,1657267905
2138060,抑郁症超话,0,4.78899E+15,这个中午睡的像睡时哭了。起来的时候鼻子是塞的，眼睛有点肿，脑子是昏的。大概我是多想了。只没睡醒而已。好累。 ,,0,,54,1,Fri Jul 08 16:09:54 +0800 2022,1657267794
2138061,抑郁症患者超话,0,4.78902E+15,抑郁症患者: 我讨厌温柔和善良，被欺负无数次，可讽刺的是它成了本能，每一次都要讨厌自己一分 ,,0,,47,2,Fri Jul 08 17:53:41 +0800 2022,1657274021
2138062,抑郁症患者超话,0,4.78902E+15,抑郁症患者: 真的好想自己在老家养的猫咪这个一直放在我书包里，想着有一天回去能还给它们俩（这是我给它们两个买的礼物，这个礼物有很多我们在一起的记忆）本来今天就一直情绪不好，突然从书包里找到了这个真的特别想哭，我又控制不住自己了   虽然图片是个小老鼠但是它很香 ...全文,https://wx4.sinaimg.cn/large/006BVRBXly1h3zny3hkwpj33342bc4qq.jpg,0,,120,5,Fri Jul 08 17:50:22 +0800 2022,1657273822
2138063,抑郁症患者超话,0,4.78901E+15,抑郁症患者: 一只混迹在狼群的兔子，在狼群发生争执时，可以逃避与躲藏，但不能试图逃离，力量悬殊较大可能会伤着,,0,,239,12,Fri Jul 08 17:42:42 +0800 2022,1657273362
2138064,双相情感障碍超话,0,4.78901E+15,双相情感障碍:  今天朋友说了一句话让我颤抖了一下 你都在这样了 为什么还想别人 ,,0,,1535,1475,Fri Jul 08 17:41:09 +0800 2022,1657273269
2138065,寄给走饭的信超话,0,4.78901E+15,寄给走饭的信: 人的初衷努力只为活着！在满足基本生活时，奈何想要的太多！总觉得自己得到的太少！压力太大失去了快乐！金钱名利豪车终究是过眼云烟！生不带来死不带??蓝欣雨的微博视频 ,,0,,151,5500,Fri Jul 08 17:42:47 +0800 2022,1657273367
2138066,抑郁超话,0,4.78902E+15,抑郁: 真不知道活下去还有什么意义了……找不到意义了…… ,,0,,90,94,Fri Jul 08 18:04:42 +0800 2022,1657274682
2138067,抑郁症超话,0,4.78899E+15,抑郁症: 今天又在医院发病了   好无语 ,https://wx4.sinaimg.cn/large/006DeYe4gy1h3zkv606r1j31400u0q77.jpg,0,,68,411,Fri Jul 08 16:03:07 +0800 2022,1657267387
2138068,抑郁症患者超话,0,4.78902E+15,抑郁症患者: 头狠痛。感觉正在基因突变。 ,,0,,182,402,Fri Jul 08 18:16:21 +0800 2022,1657275381
2138069,抑郁症患者超话,0,4.78902E+15,抑郁症患者: 路灯下，只有影子和我作伴，真好。 ,,0,,47,2,Fri Jul 08 18:12:34 +0800 2022,1657275154
2138070,抑郁症患者超话,0,4.78902E+15,抑郁症患者: 我和快乐在玩躲猫猫，可是为什么我总是输啊 ,,0,,47,2,Fri Jul 08 18:10:32 +0800 2022,1657275032
2138071,抑郁症超话超话,0,4.78902E+15,抑郁症超话: 不知道我做的对不对…… ,https://wx1.sinaimg.cn/large/007cgDIkly1h3zocx9v2rj30qo0y4wk4.jpg,0,,127,23,Fri Jul 08 18:03:13 +0800 2022,1657274593
2138072,抑郁症超话超??0,4.78897E+15,抑郁症超话: 由于躯体化过于明显 不能吃想吃的喝想喝的…原本稀缺的快乐-10…但是不忌口又会给身体造成伤害…如此怎么样都是恶性循环…你们有忌口吗？也像我这样吗？ ,,0,,163,183,Fri Jul 08 15:04:55 +0800 2022,1657263895
2138073,抑郁症超话超话,0,4.7889E+15,抑郁症超话: 凌晨开始睡不着被父母说是矫情爸爸说有了我就是负担。死真的会解脱吗 ,,0,,24,1,Fri Jul 08 09:53:28 +0800 2022,1657245208
2138074,抑郁症超话超话,0,4.78887E+15,倒计时十五天了。抑郁症超话:  ,,0,,301,64,Fri Jul 08 08:24:50 +0800 2022,1657239890
2138075,抑郁症超话超话,0,4.78876E+15,抑友大家庭抑郁症超话: 想姥姥姥爷带我走吧我们又能住在一起了 ,,0,,184,5,Fri Jul 08 01:02:08 +0800 2022,1657213328
2138076,抑郁症超话超话,0,4.78876E+15,抑郁症超话: 哦。去复查 又加药量了 迟早得吃傻 ,,0,,433,105,Fri Jul 08 00:37:57 +0800 2022,1657211877
2138077,抑郁症超话超话,0,4.78871E+15,抑郁症超话: 失眠的人连做噩梦的资格都没有 ,,0,,69,1,Thu Jul 07 21:17:32 +0800 2022,1657199852
2138078,双相情感障碍超话,0,4.78903E+15,双相情感障碍: 从昨晚九点睡到现在中间被喊起来吃个饭又睡了，现在还是很困救命啊 ,https://wx1.sinaimg.cn/large/008jn9Foly1h3zp1omxj3j30j60igq4g.jpg,0,,21,2,Fri Jul 08 18:27:03 +0800 2022,1657276023
2138079,焦虑症超话,0,4.78903E+15,焦虑症:  踏,,0,,156,5,Fri Jul 08 18:56:00 +0800 2022,1657277760
2138080,焦虑症超话,0,4.78903E+15,焦虑症: 焦虑症吃药一年，停药一年了，今年一拉肚子身体虚弱就复发了每天早醒，浑身发抖的厉害，哎，大家有夏天复发的吗，身体一虚弱就开始复发，真的好烦 ,,0,,1551,771,Fri Jul 08 18:48:34 +0800 2022,1657277314
2138081,焦虑症超话,0,4.78903E+15,焦虑症: 做了肠镜，我还是担心我的肠道有问题，怀疑医生没仔细检查又加上报告单显示清肠没清干净，又开始怀疑了 ,,0,,67,13,Fri Jul 08 18:43:25 +0800 2022,1657277005
2138082,抑郁症超话,0,4.78903E+15,抑郁症: 择一良人，选一城市，三餐四季，秋夏秋冬，平凡而快乐，简单而充实，便是一生。 ,,0,,69,1,Fri Jul 08 18:57:06 +0800 2022,1657277826
2138083,抑郁症超话,0,4.78903E+15,抑郁症:  看不到希望，怎么办 ,,0,,147,1,Fri Jul 08 18:56:29 +0800 2022,1657277789
2138084,寄给走饭的信超话,0,4.78903E+15,寄给走饭的信: 走饭，我好想你，我每次?压氖焙蚨蓟嵬低悼醋拍愕囊叛钥蓿缓笙胂竽阕叩哪翘焓鞘裁葱那椋翘焯炱鞘裁囱哪兀宜滥翘斓奶炱质鞘裁囱亍？墒窍衷谝叛悦挥辛耍颐扛鲎置扛霰甑惴哦急吵隼戳耍墒强床坏侥隳阕约悍⒌哪翘酰遣灰谎牧恕?,,0,,280,65,Fri Jul 08 18:41:10 +0800 2022,1657276870
2138085,抑郁超话,0,4.78904E+15,抑郁:  希望我早点去si ,,0,,18,2,Fri Jul 08 19:19:59 +0800 2022,1657279199
2138086,抑郁超话,0,4.78898E+15,抑郁:  我真的不想在这个世界上了 ,,0,,97,15,Fri Jul 08 15:45:52 +0800 2022,1657266352
2138087,焦虑症超话,0,4.78904E+15,焦虑症: 感觉自己活不下去了怎么调理…现在不仅不进食还严重睡眠障碍，但每天从早到晚都有工作要做，没时间去进行心理治疗，家里处境让我不想跟他们说我得病了，医疗费和去医院检查都是自己一个人，我时常觉得生活像轮轴转，没有休息也看不见希望，工作压力对我来说扛得住，但心理难关始终难以克 ...全文,,0,,329,435,Fri Jul 08 19:06:29 +0800 2022,1657278389
2138088,抑郁症超话,0,4.78904E+15,抑郁症: 会好吗？我觉得不会 ,https://wx3.sinaimg.cn/large/008qmILagy1h3zqoafk7oj30u014040e.jpg,0,,8,35,Fri Jul 08 19:23:19 +0800 2022,1657279399
2138089,抑郁症超话,0,4.78904E+15,抑郁症: 真的好难过却又没有理由 ,,0,,16,1,Fri Jul 08 19:21:53 +0800 2022,1657279313
2138090,抑郁症超话,0,4.78904E+15,抑郁症: 开心 ,https://wx4.sinaimg.cn/large/0070JGOagy1h3zqjs4r3rj34cg39c7wi.jpg,0,,556,87,Fri Jul 08 19:19:30 +0800 2022,1657279170
2138091,抑郁症超话,0,4.78904E+15,抑郁症:  吃草酸艾斯西酞普兰片的第三天 感觉比以前更焦虑了 到底能不能停药啊 还是说是正常的反应啊 ,,0,,22,1,Fri Jul 08 19:18:37 +0800 2022,1657279117
2138092,抑郁症超话,0,4.78904E+15,抑郁症: 明天就省考了，在家里全职学了一年多好紧张，我这个岗位人不多但是分很高，平时模考都拿不到第一呜呜呜 ,,0,,162,15,Fri Jul 08 19:18:35 +0800 2022,1657279115
2138093,抑郁症超话,0,4.78904E+15,抑郁症: 我真的不适合跟任何人一起住。。。独居比较适合我吧。。比较自私。。 ,,0,,127,3,Fri Jul 08 19:12:59 +0800 2022,1657278779
2138094,抑郁症超话,0,4.78904E+15,抑郁症:  我刚开始吃药不久。走过路过的朋友能给我一句鼓励吗？！！希望自己能有信心 ,,0,,120,2,Fri Jul 08 19:12:30 +0800 2022,1657278750
2138095,抑郁症超话,0,4.78904E+15,抑郁症: 他们说我自私自利不在乎别人的感受全然没想过他们随口一句话会让人多难过 ,,0,,42,4,Fri Jul 08 19:12:10 +0800 2022,1657278730
2138096,抑郁症超话,0,4.78904E+15,抑郁症:  心口疼。 ,,0,,13,2,Fri Jul 08 19:07:00 +0800 2022,1657278420
2138097,抑郁症超话,0,4.78903E+15,抑郁症: 就算是出于健康买了水果，也只是放着发烂发臭 ,,0,,41,1,Fri Jul 08 19:06:08 +0800 2022,1657278368
2138098,抑郁症超话,0,4.78903E+15,抑郁症: 好耶！今天又重新做了番茄炒蛋,https://wx1.sinaimg.cn/large/008dEPrRly1h3zq54r064j30u00u0wim.jpg,0,,141,6,Fri Jul 08 19:05:22 +0800 2022,1657278322
2138099,抑郁症超话,0,4.78903E+15,抑郁症: 人生怎这样苦和不幸 ,,0,,59,2,Fri Jul 08 19:04:32 +0800 2022,1657278272
2138100,抑郁症超话,0,4.78903E+15,抑郁症: 网络暴力真的特别可怕然而被某些别有用心的人污名化了 ,,0,,12,1,Fri Jul 08 19:02:10 +0800 2022,1657278130
2138101,抑郁症超话,0,4.78903E+15,抑郁症:  各位注意一下！！！！超话有一个骗子，是图里这个人，图上的事我不做评价，我当时还在睡觉，之所以放这张图的原因是她因为图上的事情莫名其妙删了我。我跟她是去年在超话认识的?缓蠹恿藇，她把我拉进群里，期间我们聊过很多次，听她说她爸是家暴，她妈不让她上学，我很同情她这个小 ...全文,https://wx1.sinaimg.cn/large/0089MB6jgy1h3zpv8tpjij30yi22o1kx.jpg,0,,72,10,Fri Jul 08 18:55:46 +0800 2022,1657277746
2138102,抑郁症超话,0,4.78903E+15,之前找的工作通过面试啦！虽然接下来还会有试岗、培训，以及试用期。但我还是蛮开心的！今晚要出去庆祝一下！抑郁症:  ,,0,,31,24,Fri Jul 08 18:52:16 +0800 2022,1657277536
2138103,抑郁症超话,0,4.78903E+15,抑郁症:  有没有姐妹可以长期聊天的呀分享日常～我感觉因为这个病我已经“失去”了好多朋友了，我不再愿意社交，我害怕社交，但同时我又渴望社交渴望有可以倾诉的对象……希望能遇到一位积极向上的你，督促一起努力，一起改变现在这个样子的自己！ ,,0,,5,24,Fri Jul 08 18:48:46 +0800 2022,1657277326
2138104,抑郁症超话,0,4.78903E+15,抑郁症: 一年三百六十日，风刀霜剑严相逼。这种日子什么时候是个头 ,https://wx1.sinaimg.cn/large/ab3a6bcegy1h3zpnbjlevj20c80dgq4a.jpg,0,,147,73,Fri Jul 08 18:47:56 +0800 2022,1657277276
2138105,抑郁症超话,0,4.78903E+15,抑郁症:  住院治疗的话会有什么内容啊 已经约好了医生去看 但不知道会不会被要求住院 完了以后 肯定会被要求吃药 也会按要求吃的这次 就是不知道会不会有激素类的药物 因为情绪反复暴食 这两年胖了20多斤 也成为偶尔情绪爆发的一个小症结所在 （大概就是吃的时候会开心 吃完又会埋怨自己不争气  ...全文,,0,,530,260,Fri Jul 08 18:43:21 +0800 2022,1657277001
2138106,抑郁症超话,0,4.78903E+15,抑郁症: 看到太过美好的事情总想哭，忍不住掉眼泪，可能是因为觉得这是我一辈子都奢求不到的吧。 ,,0,,3,2,Fri Jul 08 18:43:10 +0800 2022,1657276990
2138107,抑郁症超话,0,4.78903E+15,抑郁症: 我是买吃的好呢还是买衣服鞋子包包杂物 ,,0,,2,1,Fri Jul 08 18:39:16 +0800 2022,1657276756
2138108,抑郁症超话,0,4.78903E+15,抑郁症:  彼方尚有荣光在. ,https://wx1.sinaimg.cn/large/007QmHgLly1h3zpck6exhj31400u0jwi.jpg,0,,513,227,Fri Jul 08 18:37:41 +0800 2022,1657276661
2138109,抑郁症超话,0,4.78903E+15,抑郁症: 如果亲生父母不理解。 ,https://wx3.sinaimg.cn/large/006tMx0fgy1h3zp6haihaj30u01uoq7j.jpg,0,,60,67,Fri Jul 08 18:31:49 +0800 2022,1657276309
2138110,抑郁症超话,0,4.78903E+15,抑郁症: 今天很开心开席吃了很多好吃的 ,,0,,198,38,Fri Jul 08 18:29:13 +0800 2022,1657276153
2138111,抑郁症超话,0,4.78903E+15,抑郁症:  头晕 恶心 发呆 掉眼泪 整个人都是虚的 从头浮肿到脚 太难受了 ,,0,,339,391,Fri Jul 08 18:28:09 +0800 2022,1657276089
2138112,抑郁症超话,0,4.78902E+15,抑郁症:  有那么多人的善意被糟蹋，但是总有人不知满足索取无度你说是吧 ,,0,,1028,516,Fri Jul 08 18:26:14 +0800 2022,1657275974
2138113,抑郁症超话,0,4.78902E+15,抑郁症:  这个药会胖吗 ,https://wx1.sinaimg.cn/large/008aLxk3ly1h3zp0fitmoj31qa1qatyy.jpg,0,,850,640,Fri Jul 08 18:25:49 +0800 2022,1657275949
2138114,抑郁症超话,0,4.78902E+15,抑郁症: 本来还以为是好运的开始…… ,https://wx3.sinaimg.cn/large/006DyfWAgy1h3zp06dnnqj30k00zkweg.jpg,0,,55,93,Fri Jul 08 18:25:35 +0800 2022,1657275935
2138115,抑郁症超话,0,4.78902E+15,抑郁症:  抑郁症真的是昼重夜轻吗？为什么我大部分都是下午发作？虽然我起的也挺晚的，10点多起来，起床很少有不舒服，但是傍晚的时候只要一点刺激就会崩溃 ,,0,,748,3541,Fri Jul 08 18:21:00 +0800 2022,1657275660
2138116,抑郁症超话,0,4.78902E+15,抑郁症:  嗯哼这骗子还换了173的电话呢以为把这些都换了，就把你那些污糟历史掩盖了？就把你搞男搞女骗钱的事情翻篇了？真逗呢一颗老鼠屎，让抑郁症背上了恶名！你觉得呢？陈垚 ,,0,,168,20,Fri Jul 08 18:20:15 +0800 2022,1657275615
2138117,抑郁症超话,0,4.78902E+15,抑郁症:  最近老在做恶梦，但日常生活倒是很正常，医生说是潜意识，后面加了半颗舍曲林，但前两天睡午觉做了一个很累很累的梦，在梦里想哭想大叫但哭不出来，一直憋着，醒来就是特别累，还缓了好久。写着这些字，手又开始抖起来了… ,,0,,343,197,Fri Jul 08 18:17:54 +0800 2022,1657275474
2138118,抑郁症超话,0,4.78902E+15,抑郁症:  累 ,,0,,10,8,Fri Jul 08 18:15:16 +0800 2022,1657275316
2138119,抑郁症超话,0,4.78902E+15,抑郁症:  npc?我就摆烂 ,,0,,66,243,Fri Jul 08 18:10:35 +0800 2022,1657275035
2138120,抑郁症超话,0,4.78902E+15,抑郁症: 难受的情绪是某位私信我的人带来的，打着和我有共同退学的经历，一直问我以后干什么，在我明确表达不知道以后，还来问我，不停得用他的想法灌输我以后的生活，他要复读，搞得我就必须和他一样复读似的，在我说过很讨厌他说的话后，还是一如既往（快十天了快十天，怎么会遇到这样?娜耍?...全文,,0,,6,19,Fri Jul 08 18:05:56 +0800 2022,1657274756
2138121,抑郁症超话,0,4.78902E+15,抑郁症: 我总是试图在这个虚假的世界寻找一份真诚，可反倒是揣着真诚的人一直在掉眼泪 ,,0,,163,16,Fri Jul 08 18:05:49 +0800 2022,1657274749
2138122,抑郁症超话,0,4.78902E+15,抑郁症:  问个比较急的…北京的话有哪些比较好..比较友善的医院呀 ,,0,,119,584,Fri Jul 08 18:04:00 +0800 2022,1657274640
2138123,抑郁症超话,0,4.78902E+15,抑郁症:  刚出院又拿了刀为什么到底是为什么啊 ,,0,,49,356,Fri Jul 08 18:00:31 +0800 2022,1657274431
2138124,抑郁症超话,0,4.78902E+15,抑郁症: 人生太多限制和指责了。 ,,0,,813,71,Fri Jul 08 17:58:36 +0800 2022,1657274316
2138125,抑郁症超话,0,4.78902E+15,抑郁症: 我最烦的就是借着抑郁症然后作天作地 要是你父母还给你支付药费治疗费 起码你不可以骂她们吧 毕竟她们也不想生了你这个孩子啊 你反倒怪她们生下你 想明白的话 我就只怪自己 毕竟谁好过啊！ ,,0,,582,52,Fri Jul 08 17:58:25 +0800 2022,1657274305
2138126,抑郁症超话,0,4.78902E+15,抑郁症: 如果我真的没有未来，没有人瞧得起我，那我活着真的还有意义吗? ,,0,,813,71,Fri Jul 08 17:58:02 +0800 2022,1657274282
2138127,抑郁症超话,0,4.78902E+15,抑郁症:  换个医生换了药真的就可以开始新生活吗？ ,,0,,66,243,Fri Jul 08 17:57:28 +0800 2022,1657274248
2138128,抑郁症超话,0,4.78902E+15,抑郁症:  这酷热且香火弥漫的太古里啊 成都·大慈寺 ,https://wx1.sinaimg.cn/large/3d3b9dd5ly1h3zo5dj824j22c0340x6q.jpg,0,,207,55,Fri Jul 08 17:56:49 +0800 2022,1657274209
2138129,抑郁症超话,0,4.78902E+15,父母是我们和死神之间的一堵墙，但他们也随时在让我们送死  抑郁症:  ,,0,,2,1,Fri Jul 08 17:55:25 +0800 2022,1657274125
2138130,抑郁症患者超话,0,4.78904E+15,抑郁症患者: 万般皆是命 半点不由人 ,,0,,399,102,Fri Jul 08 19:08:42 +0800 2022,1657278522
2138131,双相情感障碍超话,0,4.78904E+15,双相情感障碍: 不知道是不是抑郁期适合看书。或者对我是这样。这周看了两本书了。很久没有这样沉下来阅读了。 ,,0,,250,142,Fri Jul 08 19:15:47 +0800 2022,1657278947
2138132,抑郁超话,0,4.78904E+15,抑郁:  一个人连你的死都不在乎，你还有什么理由坚持呢，好好爱自己，好好活下去 ,,0,,84,7517,Fri Jul 08 19:43:46 +0800 2022,1657280626
